move_id,version_group_id,type_id,power,pp,accuracy,priority,target_id,damage_class_id,effect_id,effect_chance
17,11,3,35,35,100,0,10,2,1,
17,14,3,35,35,100,0,10,2,1,
18,1,1,0,20,100,-6,10,1,29,
18,2,1,0,20,100,-6,10,1,29,
18,3,1,0,20,100,-6,10,1,29,
18,4,1,0,20,85,-6,10,1,29,
18,5,1,0,20,85,-6,10,1,29,
18,6,1,0,20,85,-6,10,1,29,
18,12,1,0,20,85,-6,10,1,29,
18,13,1,0,20,85,-6,10,1,29,
18,7,1,0,20,85,-6,10,1,29,
18,8,1,0,20,85,-6,10,1,29,
18,9,1,0,20,85,-6,10,1,29,
18,10,1,0,20,85,-6,10,1,29,
18,11,1,0,20,85,-6,10,1,29,
18,14,1,0,20,85,-6,10,1,29,
19,1,3,90,15,95,0,10,2,156,
19,2,3,90,15,95,0,10,2,156,
19,3,3,90,15,95,0,10,2,156,
19,4,3,90,15,95,0,10,2,156,
19,5,3,90,15,95,0,10,2,156,
19,6,3,90,15,95,0,10,2,156,
19,12,3,90,15,95,0,10,2,156,
19,13,3,90,15,95,0,10,2,156,
19,7,3,90,15,95,0,10,2,156,
19,8,3,90,15,95,0,10,2,156,
19,9,3,70,15,95,0,10,2,156,
19,10,3,70,15,95,0,10,2,156,
19,11,3,70,15,95,0,10,2,156,
19,14,3,70,15,95,0,10,2,156,
20,1,1,15,20,85,0,10,2,43,100
20,2,1,15,20,85,0,10,2,43,100
20,3,1,15,20,85,0,10,2,43,100
20,4,1,15,20,85,0,10,2,43,100
20,5,1,15,20,85,0,10,2,43,100
20,6,1,15,20,85,0,10,2,43,100
20,12,1,15,20,85,0,10,2,43,100
20,13,1,15,20,85,0,10,2,43,100
20,7,1,15,20,85,0,10,2,43,100
20,8,1,15,20,85,0,10,2,43,100
20,9,1,15,20,85,0,10,2,43,100
20,10,1,15,20,85,0,10,2,43,100
20,11,1,15,20,85,0,10,2,43,100
20,14,1,15,20,75,0,10,2,43,100
21,1,1,80,20,75,0,10,2,1,
21,2,1,80,20,75,0,10,2,1,
21,3,1,80,20,75,0,10,2,1,
21,4,1,80,20,75,0,10,2,1,
21,5,1,80,20,75,0,10,2,1,
21,6,1,80,20,75,0,10,2,1,
21,12,1,80,20,75,0,10,2,1,
21,13,1,80,20,75,0,10,2,1,
21,7,1,80,20,75,0,10,2,1,
21,8,1,80,20,75,0,10,2,1,
21,9,1,80,20,75,0,10,2,1,
21,10,1,80,20,75,0,10,2,1,
21,11,1,80,20,75,0,10,2,1,
21,14,1,80,20,75,0,10,2,1,
22,1,12,35,15,100,0,10,2,1,
22,2,12,35,15,100,0,10,2,1,
22,3,12,35,15,100,0,10,2,1,
22,4,12,35,15,100,0,10,2,1,
22,5,12,35,15,100,0,10,2,1,
22,6,12,35,15,100,0,10,2,1,
22,12,12,35,15,100,0,10,2,1,
22,13,12,35,15,100,0,10,2,1,
22,7,12,35,15,100,0,10,2,1,
22,8,12,35,15,100,0,10,2,1,
22,9,12,35,10,100,0,10,2,1,
22,10,12,35,10,100,0,10,2,1,
22,11,12,35,10,100,0,10,2,1,
22,14,12,35,10,100,0,10,2,1,
23,1,1,65,20,100,0,10,2,151,30
23,2,1,65,20,100,0,10,2,151,30
23,3,1,65,20,100,0,10,2,151,30
23,4,1,65,20,100,0,10,2,151,30
23,5,1,65,20,100,0,10,2,151,30
23,6,1,65,20,100,0,10,2,151,30
23,12,1,65,20,100,0,10,2,151,30
23,13,1,65,20,100,0,10,2,151,30
23,7,1,65,20,100,0,10,2,151,30
23,8,1,65,20,100,0,10,2,151,30
23,9,1,65,20,100,0,10,2,151,30
23,10,1,65,20,100,0,10,2,151,30
23,11,1,65,20,100,0,10,2,151,30
23,14,1,65,20,100,0,10,2,151,30
24,1,2,30,30,100,0,10,2,45,
24,2,2,30,30,100,0,10,2,45,
24,3,2,30,30,100,0,10,2,45,
24,4,2,30,30,100,0,10,2,45,
24,5,2,30,30,100,0,10,2,45,
24,6,2,30,30,100,0,10,2,45,
24,12,2,30,30,100,0,10,2,45,
24,13,2,30,30,100,0,10,2,45,
24,7,2,30,30,100,0,10,2,45,
24,8,2,30,30,100,0,10,2,45,
24,9,2,30,30,100,0,10,2,45,
24,10,2,30,30,100,0,10,2,45,
24,11,2,30,30,100,0,10,2,45,
24,14,2,30,30,100,0,10,2,45,
25,1,1,120,5,75,0,10,2,1,
25,2,1,120,5,75,0,10,2,1,
25,3,1,120,5,75,0,10,2,1,
25,4,1,120,5,75,0,10,2,1,
25,5,1,120,5,75,0,10,2,1,
25,6,1,120,5,75,0,10,2,1,
25,12,1,120,5,75,0,10,2,1,
25,13,1,120,5,75,0,10,2,1,
25,7,1,120,5,75,0,10,2,1,
25,8,1,120,5,75,0,10,2,1,
25,9,1,120,5,75,0,10,2,1,
25,10,1,120,5,75,0,10,2,1,
25,11,1,120,5,75,0,10,2,1,
25,14,1,120,5,75,0,10,2,1,
26,1,2,100,10,95,0,10,2,46,
26,2,2,100,10,95,0,10,2,46,
26,3,2,100,10,95,0,10,2,46,
26,4,2,100,10,95,0,10,2,46,
26,5,2,100,10,95,0,10,2,46,
26,6,2,100,10,95,0,10,2,46,
26,12,2,100,10,95,0,10,2,46,
26,13,2,100,10,95,0,10,2,46,
26,7,2,100,10,95,0,10,2,46,
26,8,2,100,10,95,0,10,2,46,
26,9,2,70,10,95,0,10,2,46,
26,10,2,70,10,95,0,10,2,46,
26,11,2,70,10,95,0,10,2,46,
26,14,2,85,25,95,0,10,2,46,
27,1,2,60,15,85,0,10,2,32,30
27,2,2,60,15,85,0,10,2,32,30
27,3,2,60,15,85,0,10,2,32,30
27,4,2,60,15,85,0,10,2,32,30
27,5,2,60,15,85,0,10,2,32,30
27,6,2,60,15,85,0,10,2,32,30
27,12,2,60,15,85,0,10,2,32,30
27,13,2,60,15,85,0,10,2,32,30
27,7,2,60,15,85,0,10,2,32,30
27,8,2,60,15,85,0,10,2,32,30
27,9,2,60,15,85,0,10,2,32,30
27,10,2,60,15,85,0,10,2,32,30
27,11,2,60,15,85,0,10,2,32,30
27,14,2,60,15,85,0,10,2,32,30
28,1,5,0,15,100,0,10,1,24,
28,2,5,0,15,100,0,10,1,24,
28,3,5,0,15,100,0,10,1,24,
28,4,1,0,15,100,0,10,1,24,
28,5,1,0,15,100,0,10,1,24,
28,6,1,0,15,100,0,10,1,24,
28,12,1,0,15,100,0,10,1,24,
28,13,1,0,15,100,0,10,1,24,
28,7,1,0,15,100,0,10,1,24,
28,8,1,0,15,100,0,10,1,24,
28,9,1,0,15,100,0,10,1,24,
28,10,1,0,15,100,0,10,1,24,
28,11,1,0,15,100,0,10,1,24,
28,14,1,0,15,100,0,10,1,24,
29,1,1,70,15,100,0,10,2,32,30
29,2,1,70,15,100,0,10,2,32,30
29,3,1,70,15,100,0,10,2,32,30
29,4,1,70,15,100,0,10,2,32,30
29,5,1,70,15,100,0,10,2,32,30
29,6,1,70,15,100,0,10,2,32,30
29,12,1,70,15,100,0,10,2,32,30
29,13,1,70,15,100,0,10,2,32,30
29,7,1,70,15,100,0,10,2,32,30
29,8,1,70,15,100,0,10,2,32,30
29,9,1,70,15,100,0,10,2,32,30
29,10,1,70,15,100,0,10,2,32,30
29,11,1,70,15,100,0,10,2,32,30
29,14,1,70,15,100,0,10,2,32,30
30,1,1,65,25,100,0,10,2,1,
30,2,1,65,25,100,0,10,2,1,
30,3,1,65,25,100,0,10,2,1,
30,4,1,65,25,100,0,10,2,1,
30,5,1,65,25,100,0,10,2,1,
30,6,1,65,25,100,0,10,2,1,
30,12,1,65,25,100,0,10,2,1,
30,13,1,65,25,100,0,10,2,1,
30,7,1,65,25,100,0,10,2,1,
30,8,1,65,25,100,0,10,2,1,
30,9,1,65,25,100,0,10,2,1,
30,10,1,65,25,100,0,10,2,1,
30,11,1,65,25,100,0,10,2,1,
30,14,1,65,25,100,0,10,2,1,
31,1,1,15,20,85,0,10,2,30,
31,2,1,15,20,85,0,10,2,30,
31,3,1,15,20,85,0,10,2,30,
31,4,1,15,20,85,0,10,2,30,
31,5,1,15,20,85,0,10,2,30,
31,6,1,15,20,85,0,10,2,30,
31,12,1,15,20,85,0,10,2,30,
31,13,1,15,20,85,0,10,2,30,
31,7,1,15,20,85,0,10,2,30,
31,8,1,15,20,85,0,10,2,30,
31,9,1,15,20,85,0,10,2,30,
31,10,1,15,20,85,0,10,2,30,
31,11,1,15,20,85,0,10,2,30,
31,14,1,15,20,85,0,10,2,30,
32,1,1,1,5,30,0,10,2,39,
32,2,1,1,5,30,0,10,2,39,
32,3,1,1,5,30,0,10,2,39,
32,4,1,1,5,30,0,10,2,39,
32,5,1,1,5,30,0,10,2,39,
32,6,1,1,5,30,0,10,2,39,
32,12,1,1,5,30,0,10,2,39,
32,13,1,1,5,30,0,10,2,39,
32,7,1,1,5,30,0,10,2,39,
32,8,1,1,5,30,0,10,2,39,
32,9,1,1,5,30,0,10,2,39,
32,10,1,1,5,30,0,10,2,39,
32,11,1,1,5,30,0,10,2,39,
32,14,1,1,5,30,0,10,2,39,
33,1,1,50,35,100,0,10,2,1,
33,2,1,50,35,100,0,10,2,1,
33,3,1,50,35,100,0,10,2,1,
33,4,1,50,35,100,0,10,2,1,
33,5,1,50,35,100,0,10,2,1,
33,6,1,50,35,100,0,10,2,1,
33,12,1,50,35,100,0,10,2,1,
33,13,1,50,35,100,0,10,2,1,
33,7,1,50,35,100,0,10,2,1,
33,8,1,50,35,100,0,10,2,1,
33,9,1,50,35,100,0,10,2,1,
33,10,1,50,35,100,0,10,2,1,
33,11,1,50,35,100,0,10,2,1,
33,14,1,35,35,95,0,10,2,1,
34,1,1,85,15,100,0,10,2,7,30
34,2,1,85,15,100,0,10,2,7,30
34,3,1,85,15,100,0,10,2,7,30
34,4,1,85,15,100,0,10,2,7,30
34,5,1,85,15,100,0,10,2,7,30
34,6,1,85,15,100,0,10,2,7,30
34,12,1,85,15,100,0,10,2,7,30
34,13,1,85,15,100,0,10,2,7,30
34,7,1,85,15,100,0,10,2,7,30
34,8,1,85,15,100,0,10,2,7,30
34,9,1,85,15,100,0,10,2,7,30
34,10,1,85,15,100,0,10,2,7,30
34,11,1,85,15,100,0,10,2,7,30
34,14,1,85,15,100,0,10,2,7,30
35,1,1,15,20,90,0,10,2,43,100
35,2,1,15,20,90,0,10,2,43,100
35,3,1,15,20,90,0,10,2,43,100
35,4,1,15,20,90,0,10,2,43,100
35,5,1,15,20,90,0,10,2,43,100
35,6,1,15,20,90,0,10,2,43,100
35,12,1,15,20,90,0,10,2,43,100
35,13,1,15,20,90,0,10,2,43,100
35,7,1,15,20,90,0,10,2,43,100
35,8,1,15,20,90,0,10,2,43,100
35,9,1,15,20,90,0,10,2,43,100
35,10,1,15,20,90,0,10,2,43,100
35,11,1,15,20,90,0,10,2,43,100
35,14,1,15,20,85,0,10,2,43,100
36,1,1,90,20,85,0,10,2,49,
36,2,1,90,20,85,0,10,2,49,
36,3,1,90,20,85,0,10,2,49,
36,4,1,90,20,85,0,10,2,49,
36,5,1,90,20,85,0,10,2,49,
36,6,1,90,20,85,0,10,2,49,
36,12,1,90,20,85,0,10,2,49,
36,13,1,90,20,85,0,10,2,49,
36,7,1,90,20,85,0,10,2,49,
36,8,1,90,20,85,0,10,2,49,
36,9,1,90,20,85,0,10,2,49,
36,10,1,90,20,85,0,10,2,49,
36,11,1,90,20,85,0,10,2,49,
36,14,1,90,20,85,0,10,2,49,
37,1,1,120,10,100,0,8,2,28,
37,2,1,120,10,100,0,8,2,28,
37,3,1,120,10,100,0,8,2,28,
37,4,1,120,10,100,0,8,2,28,
37,5,1,120,10,100,0,8,2,28,
37,6,1,120,10,100,0,8,2,28,
37,12,1,120,10,100,0,8,2,28,
37,13,1,120,10,100,0,8,2,28,
37,7,1,120,10,100,0,8,2,28,
37,8,1,120,10,100,0,8,2,28,
37,9,1,120,10,100,0,8,2,28,
37,10,1,120,10,100,0,8,2,28,
37,11,1,120,10,100,0,8,2,28,
37,14,1,90,20,100,0,8,2,28,
38,1,1,120,15,100,0,10,2,199,
38,2,1,120,15,100,0,10,2,199,
38,3,1,120,15,100,0,10,2,199,
38,4,1,100,15,100,0,10,2,49,
38,5,1,100,15,100,0,10,2,49,
38,6,1,100,15,100,0,10,2,49,
38,12,1,100,15,100,0,10,2,49,
38,13,1,100,15,100,0,10,2,49,
38,7,1,100,15,100,0,10,2,49,
38,8,1,100,15,100,0,10,2,49,
38,9,1,100,15,100,0,10,2,49,
38,10,1,100,15,100,0,10,2,49,
38,11,1,100,15,100,0,10,2,49,
38,14,1,100,15,100,0,10,2,49,
39,1,1,0,30,100,0,11,1,20,
39,2,1,0,30,100,0,11,1,20,
39,3,1,0,30,100,0,11,1,20,
39,4,1,0,30,100,0,11,1,20,
39,5,1,0,30,100,0,11,1,20,
39,6,1,0,30,100,0,11,1,20,
39,12,1,0,30,100,0,11,1,20,
39,13,1,0,30,100,0,11,1,20,
39,7,1,0,30,100,0,11,1,20,
39,8,1,0,30,100,0,11,1,20,
39,9,1,0,30,100,0,11,1,20,
39,10,1,0,30,100,0,11,1,20,
39,11,1,0,30,100,0,11,1,20,
39,14,1,0,30,100,0,11,1,20,
40,1,4,15,35,100,0,10,2,3,30
40,2,4,15,35,100,0,10,2,3,30
40,3,4,15,35,100,0,10,2,3,30
40,4,4,15,35,100,0,10,2,3,20
40,5,4,15,35,100,0,10,2,3,20
40,6,4,15,35,100,0,10,2,3,20
40,12,4,15,35,100,0,10,2,3,20
40,13,4,15,35,100,0,10,2,3,20
40,7,4,15,35,100,0,10,2,3,20
40,8,4,15,35,100,0,10,2,3,20
40,9,4,15,35,100,0,10,2,3,20
40,10,4,15,35,100,0,10,2,3,20
40,11,4,15,35,100,0,10,2,3,20
40,14,4,15,35,100,0,10,2,3,20
41,1,7,25,20,100,0,10,2,78,20
41,2,7,25,20,100,0,10,2,78,20
41,3,7,25,20,100,0,10,2,78,20
41,4,7,25,20,100,0,10,2,78,20
41,5,7,25,20,100,0,10,2,78,20
41,6,7,25,20,100,0,10,2,78,20
41,12,7,25,20,100,0,10,2,78,20
41,13,7,25,20,100,0,10,2,78,20
41,7,7,25,20,100,0,10,2,78,20
41,8,7,25,20,100,0,10,2,78,20
41,9,7,25,20,100,0,10,2,78,20
41,10,7,25,20,100,0,10,2,78,20
41,11,7,25,20,100,0,10,2,78,20
41,14,7,25,20,100,0,10,2,78,20
42,1,7,14,20,85,0,10,2,30,
42,2,7,14,20,85,0,10,2,30,
42,3,7,14,20,85,0,10,2,30,
42,4,7,14,20,85,0,10,2,30,
42,5,7,14,20,85,0,10,2,30,
42,6,7,14,20,85,0,10,2,30,
42,12,7,14,20,85,0,10,2,30,
42,13,7,14,20,85,0,10,2,30,
42,7,7,14,20,85,0,10,2,30,
42,8,7,14,20,85,0,10,2,30,
42,9,7,14,20,85,0,10,2,30,
42,10,7,14,20,85,0,10,2,30,
42,11,7,14,20,85,0,10,2,30,
42,14,7,14,20,85,0,10,2,30,
43,1,1,0,30,100,0,11,1,20,
43,2,1,0,30,100,0,11,1,20,
43,3,1,0,30,100,0,11,1,20,
43,4,1,0,30,100,0,11,1,20,
43,5,1,0,30,100,0,11,1,20,
43,6,1,0,30,100,0,11,1,20,
43,12,1,0,30,100,0,11,1,20,
43,13,1,0,30,100,0,11,1,20,
43,7,1,0,30,100,0,11,1,20,
43,8,1,0,30,100,0,11,1,20,
43,9,1,0,30,100,0,11,1,20,
43,10,1,0,30,100,0,11,1,20,
43,11,1,0,30,100,0,11,1,20,
43,14,1,0,30,100,0,11,1,20,
44,1,17,60,25,100,0,10,2,32,30
44,2,17,60,25,100,0,10,2,32,30
44,3,17,60,25,100,0,10,2,32,30
44,4,1,60,25,100,0,10,2,32,10
44,5,1,60,25,100,0,10,2,32,10
44,6,1,60,25,100,0,10,2,32,10
44,12,1,60,25,100,0,10,2,32,10
44,13,1,60,25,100,0,10,2,32,10
44,7,1,60,25,100,0,10,2,32,10
44,8,1,60,25,100,0,10,2,32,10
44,9,1,60,25,100,0,10,2,32,10
44,10,1,60,25,100,0,10,2,32,10
44,11,1,60,25,100,0,10,2,32,10
44,14,1,60,25,100,0,10,2,32,10
45,1,1,0,40,100,0,11,1,19,
45,2,1,0,40,100,0,11,1,19,
45,3,1,0,40,100,0,11,1,19,
45,4,1,0,40,100,0,11,1,19,
45,5,1,0,40,100,0,11,1,19,
45,6,1,0,40,100,0,11,1,19,
45,12,1,0,40,100,0,11,1,19,
45,13,1,0,40,100,0,11,1,19,
45,7,1,0,40,100,0,11,1,19,
45,8,1,0,40,100,0,11,1,19,
45,9,1,0,40,100,0,11,1,19,
45,10,1,0,40,100,0,11,1,19,
45,11,1,0,40,100,0,11,1,19,
45,14,1,0,40,100,0,11,1,19,
46,1,1,0,20,100,-6,10,1,29,
46,2,1,0,20,100,-6,10,1,29,
46,3,1,0,20,100,-6,10,1,29,
46,4,1,0,20,100,-6,10,1,29,
46,5,1,0,20,100,-6,10,1,29,
46,6,1,0,20,100,-6,10,1,29,
46,12,1,0,20,100,-6,10,1,29,
46,13,1,0,20,100,-6,10,1,29,
46,7,1,0,20,100,-6,10,1,29,
46,8,1,0,20,100,-6,10,1,29,
46,9,1,0,20,100,-6,10,1,29,
46,10,1,0,20,100,-6,10,1,29,
46,11,1,0,20,100,-6,10,1,29,
46,14,1,0,20,100,-6,10,1,29,
47,1,1,0,15,55,0,10,1,2,
47,2,1,0,15,55,0,10,1,2,
47,3,1,0,15,55,0,10,1,2,
47,4,1,0,15,55,0,10,1,2,
47,5,1,0,15,55,0,10,1,2,
47,6,1,0,15,55,0,10,1,2,
47,12,1,0,15,55,0,10,1,2,
47,13,1,0,15,55,0,10,1,2,
47,7,1,0,15,55,0,10,1,2,
